name	version	license	license_source
rustix	0.38.44	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT	vendor/rustix-0.38.44/Cargo.toml
rustix	1.1.4	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT	vendor/rustix-1.1.4/Cargo.toml
self_cell	1.3.0	Apache-2.0 OR GPL-2.0-only	vendor/self_cell-1.3.0/Cargo.toml
serde	1.0.229	MIT OR Apache-2.0	vendor/serde-1.0.229/Cargo.toml
serde_core	1.0.229	MIT OR Apache-2.0	vendor/serde_core-1.0.229/Cargo.toml
serde_derive	1.0.229	MIT OR Apache-2.0	vendor/serde_derive-1.0.229/Cargo.toml
serde_json	1.0.151	MIT OR Apache-2.0	vendor/serde_json-1.0.151/Cargo.toml
serde_repr	0.1.20	MIT OR Apache-2.0	vendor/serde_repr-0.1.20/Cargo.toml
serde_spanned	1.1.1	MIT OR Apache-2.0	vendor/serde_spanned-1.1.1/Cargo.toml
sha2	0.10.9	MIT OR Apache-2.0	vendor/sha2-0.10.9/Cargo.toml
sharded-slab	0.1.7	MIT	vendor/sharded-slab-0.1.7/Cargo.toml
shlex	2.0.1	MIT OR Apache-2.0	vendor/shlex-2.0.1/Cargo.toml
signal-hook-registry	1.4.5	Apache-2.0/MIT	vendor/signal-hook-registry-1.4.5/Cargo.toml
simd-adler32	0.3.10	MIT	vendor/simd-adler32-0.3.10/Cargo.toml
skrifa	0.40.0	MIT OR Apache-2.0	vendor/skrifa-0.40.0/Cargo.toml
skrifa	0.44.0	MIT OR Apache-2.0	vendor/skrifa-0.44.0/Cargo.toml
slab	0.4.12	MIT	vendor/slab-0.4.12/Cargo.toml
slotmap	1.1.1	Zlib	vendor/slotmap-1.1.1/Cargo.toml
smallvec	1.16.1	MIT OR Apache-2.0	vendor/smallvec-1.16.1/Cargo.toml
smithay-client-toolkit	0.21.1	MIT	vendor/smithay-client-toolkit-0.21.1/Cargo.toml
smol_str	0.3.6	MIT OR Apache-2.0	vendor/smol_str-0.3.6/Cargo.toml
static_assertions	1.1.0	MIT OR Apache-2.0	vendor/static_assertions-1.1.0/Cargo.toml
strict-num	0.1.1	MIT	vendor/strict-num-0.1.1/Cargo.toml
strsim	0.11.1	MIT	vendor/strsim-0.11.1/Cargo.toml
swash	0.2.10	Apache-2.0 OR MIT	vendor/swash-0.2.10/Cargo.toml
syn	2.0.119	MIT OR Apache-2.0	vendor/syn-2.0.119/Cargo.toml
syn	3.0.4	MIT OR Apache-2.0	vendor/syn-3.0.4/Cargo.toml
sys-locale	0.3.2	MIT OR Apache-2.0	vendor/sys-locale-0.3.2/Cargo.toml
target-triple	1.0.1	MIT OR Apache-2.0	vendor/target-triple-1.0.1/Cargo.toml
tempfile	3.27.0	MIT OR Apache-2.0	vendor/tempfile-3.27.0/Cargo.toml
termcolor	1.4.1	Unlicense OR MIT	vendor/termcolor-1.4.1/Cargo.toml
terminal_size	0.4.4	MIT OR Apache-2.0	vendor/terminal_size-0.4.4/Cargo.toml
thiserror	2.0.20	MIT OR Apache-2.0	vendor/thiserror-2.0.20/Cargo.toml
thiserror-impl	2.0.20	MIT OR Apache-2.0	vendor/thiserror-impl-2.0.20/Cargo.toml
thread_local	1.1.10	MIT OR Apache-2.0	vendor/thread_local-1.1.10/Cargo.toml
tiny-skia	0.12.0	BSD-3-Clause	vendor/tiny-skia-0.12.0/Cargo.toml
tiny-skia-path	0.12.0	BSD-3-Clause	vendor/tiny-skia-path-0.12.0/Cargo.toml
tinyvec	1.13.2	Zlib OR Apache-2.0 OR MIT	vendor/tinyvec-1.13.2/Cargo.toml
tinyvec_macros	0.1.1	MIT OR Apache-2.0 OR Zlib	vendor/tinyvec_macros-0.1.1/Cargo.toml
toml	1.1.5+spec-1.1.0	MIT OR Apache-2.0	vendor/toml-1.1.5+spec-1.1.0/Cargo.toml
toml_datetime	0.6.9	MIT OR Apache-2.0	vendor/toml_datetime-0.6.9/Cargo.toml
toml_datetime	1.1.1+spec-1.1.0	MIT OR Apache-2.0	vendor/toml_datetime-1.1.1+spec-1.1.0/Cargo.toml
toml_edit	0.22.26	MIT OR Apache-2.0	vendor/toml_edit-0.22.26/Cargo.toml
toml_parser	1.1.3+spec-1.1.0	MIT OR Apache-2.0	vendor/toml_parser-1.1.3+spec-1.1.0/Cargo.toml
toml_writer	1.1.2+spec-1.1.0	MIT OR Apache-2.0	vendor/toml_writer-1.1.2+spec-1.1.0/Cargo.toml
tracing	0.1.44	MIT	vendor/tracing-0.1.44/Cargo.toml
tracing-attributes	0.1.31	MIT	vendor/tracing-attributes-0.1.31/Cargo.toml
tracing-core	0.1.36	MIT	vendor/tracing-core-0.1.36/Cargo.toml
tracing-log	0.2.0	MIT	vendor/tracing-log-0.2.0/Cargo.toml
tracing-subscriber	0.3.23	MIT	vendor/tracing-subscriber-0.3.23/Cargo.toml
trybuild	1.0.119	MIT OR Apache-2.0	vendor/trybuild-1.0.119/Cargo.toml
ttf-parser	0.25.1	MIT OR Apache-2.0	vendor/ttf-parser-0.25.1/Cargo.toml
typenum	1.20.1	MIT OR Apache-2.0	vendor/typenum-1.20.1/Cargo.toml
uds_windows	1.1.0	MIT	vendor/uds_windows-1.1.0/Cargo.toml
unicode-bidi	0.3.18	MIT OR Apache-2.0	vendor/unicode-bidi-0.3.18/Cargo.toml
unicode-ident	1.0.24	(MIT OR Apache-2.0) AND Unicode-3.0	vendor/unicode-ident-1.0.24/Cargo.toml
unicode-linebreak	0.1.5	Apache-2.0	vendor/unicode-linebreak-0.1.5/Cargo.toml
unicode-script	0.5.8	MIT OR Apache-2.0	vendor/unicode-script-0.5.8/Cargo.toml
unicode-segmentation	1.13.3	MIT OR Apache-2.0	vendor/unicode-segmentation-1.13.3/Cargo.toml
utf8parse	0.2.2	Apache-2.0 OR MIT	vendor/utf8parse-0.2.2/Cargo.toml
valuable	0.1.1	MIT	vendor/valuable-0.1.1/Cargo.toml
version_check	0.9.5	MIT/Apache-2.0	vendor/version_check-0.9.5/Cargo.toml
wayland-client	0.31.15	MIT	vendor/wayland-client-0.31.15/Cargo.toml
wayland-csd-frame	0.3.0	MIT	vendor/wayland-csd-frame-0.3.0/Cargo.toml
wayland-cursor	0.31.14	MIT	vendor/wayland-cursor-0.31.14/Cargo.toml
wayland-protocols	0.32.13	MIT	vendor/wayland-protocols-0.32.13/Cargo.toml
wayland-protocols-experimental	20251230.0.3	MIT	vendor/wayland-protocols-experimental-20251230.0.3/Cargo.toml
wayland-protocols-misc	0.3.12	MIT	vendor/wayland-protocols-misc-0.3.12/Cargo.toml
wayland-protocols-wlr	0.3.12	MIT	vendor/wayland-protocols-wlr-0.3.12/Cargo.toml
wayland-scanner	0.31.11	MIT	vendor/wayland-scanner-0.31.11/Cargo.toml
wayland-sys	0.31.11	MIT	vendor/wayland-sys-0.31.11/Cargo.toml
winapi	0.3.9	MIT/Apache-2.0	vendor/winapi-0.3.9/Cargo.toml
winapi-i686-pc-windows-gnu	0.4.0	MIT/Apache-2.0	vendor/winapi-i686-pc-windows-gnu-0.4.0/Cargo.toml
winapi-util	0.1.9	Unlicense OR MIT	vendor/winapi-util-0.1.9/Cargo.toml
winapi-x86_64-pc-windows-gnu	0.4.0	MIT/Apache-2.0	vendor/winapi-x86_64-pc-windows-gnu-0.4.0/Cargo.toml
windows-link	0.2.1	MIT OR Apache-2.0	vendor/windows-link-0.2.1/Cargo.toml
windows-sys	0.59.0	MIT OR Apache-2.0	vendor/windows-sys-0.59.0/Cargo.toml
windows-sys	0.61.2	MIT OR Apache-2.0	vendor/windows-sys-0.61.2/Cargo.toml
windows-targets	0.52.6	MIT OR Apache-2.0	vendor/windows-targets-0.52.6/Cargo.toml
windows_aarch64_gnullvm	0.52.6	MIT OR Apache-2.0	vendor/windows_aarch64_gnullvm-0.52.6/Cargo.toml
windows_aarch64_msvc	0.52.6	MIT OR Apache-2.0	vendor/windows_aarch64_msvc-0.52.6/Cargo.toml
windows_i686_gnu	0.52.6	MIT OR Apache-2.0	vendor/windows_i686_gnu-0.52.6/Cargo.toml
windows_i686_gnullvm	0.52.6	MIT OR Apache-2.0	vendor/windows_i686_gnullvm-0.52.6/Cargo.toml
windows_i686_msvc	0.52.6	MIT OR Apache-2.0	vendor/windows_i686_msvc-0.52.6/Cargo.toml
windows_x86_64_gnu	0.52.6	MIT OR Apache-2.0	vendor/windows_x86_64_gnu-0.52.6/Cargo.toml
windows_x86_64_gnullvm	0.52.6	MIT OR Apache-2.0	vendor/windows_x86_64_gnullvm-0.52.6/Cargo.toml
windows_x86_64_msvc	0.52.6	MIT OR Apache-2.0	vendor/windows_x86_64_msvc-0.52.6/Cargo.toml
winnow	0.7.15	MIT	vendor/winnow-0.7.15/Cargo.toml
winnow	1.0.4	MIT	vendor/winnow-1.0.4/Cargo.toml
xcursor	0.3.11	MIT	vendor/xcursor-0.3.11/Cargo.toml
xdg-home	1.3.0	MIT	vendor/xdg-home-1.3.0/Cargo.toml
xkeysym	0.2.1	MIT OR Apache-2.0 OR Zlib	vendor/xkeysym-0.2.1/Cargo.toml
yazi	0.2.1	Apache-2.0 OR MIT	vendor/yazi-0.2.1/Cargo.toml
zbus	5.5.0	MIT	vendor/zbus-5.5.0/Cargo.toml
zbus_macros	5.5.0	MIT	vendor/zbus_macros-5.5.0/Cargo.toml
zbus_names	4.2.0	MIT	vendor/zbus_names-4.2.0/Cargo.toml
zeno	0.3.3	Apache-2.0 OR MIT	vendor/zeno-0.3.3/Cargo.toml
zlib-rs	0.6.7	Zlib	vendor/zlib-rs-0.6.7/Cargo.toml
zmij	1.0.23	MIT	vendor/zmij-1.0.23/Cargo.toml
zvariant	5.4.0	MIT	vendor/zvariant-5.4.0/Cargo.toml
zvariant_derive	5.4.0	MIT	vendor/zvariant_derive-5.4.0/Cargo.toml
zvariant_utils	3.2.0	MIT	vendor/zvariant_utils-3.2.0/Cargo.toml
